0.42	50.0	-12.20
0.52	50.0	-11.50
0.54	50.0	-13.70
0.48	50.0	 -9.70
0.52	50.0	 -4.10
0.52	50.0	 -7.30
0.48	50.0	 -3.70
0.44	50.0	 -4.90
0.46	50.0	 -4.60
0.40	50.0	 -6.20
0.44	50.0	 -7.20
0.36	50.0	 -3.40
0.40	50.0	 -3.40
0.42	50.0	 -1.80
0.40	50.0	 -1.10
0.42	50.0	 -1.50
0.44	50.0	 -1.50
0.40	50.0	 -3.20
0.36	50.0	 -3.20
0.38	50.0	 -1.70
0.32	50.0	 -2.80
0.42	50.0	-10.70
0.44	50.0	-10.70
0.44	50.0	 -7.10
0.46	50.0	 -9.80
0.44	50.0	 -7.40
0.38	50.0	 -9.20
0.38	50.0	 -6.50
0.46	50.0	 -8.00
0.46	50.0	 -6.60
0.50	50.0	-11.10
0.50	50.0	-11.10
0.50	50.0	 -6.80
0.42	50.0	 -5.40
0.38	50.0	 -5.40
0.44	50.0	 -7.30
0.42	50.0	 -7.30
0.42	50.0	 -4.50
0.50	50.0	 -5.30
0.56	50.0	 -8.60
0.50	50.0	 -8.90
0.54	50.0	-12.90
0.56	50.0	-13.00
0.50	50.0	-10.10
0.44	50.0	 -4.90
0.44	50.0	 -5.20
0.42	50.0	 -6.20
0.48	50.0	 -7.70
0.52	50.0	-11.50
0.62	50.0	-15.70
0.62	50.0	-20.50
0.60	50.0	-14.20
0.52	50.0	 -8.30
0.48	50.0	 -6.10
0.40	50.0	 -6.70
0.38	50.0	 -5.40
0.36	50.0	 -4.40
0.38	50.0	 -7.30
0.40	50.0	 -5.60
0.40	50.0	 -5.50
0.40	50.0	 -6.10
0.44	50.0	 -7.20
0.44	50.0	 -8.00
0.44	50.0	 -6.00
0.42	50.0	 -3.90
0.42	50.0	 -1.30
0.36	50.0	 -0.90
0.34	50.0	 -0.90
0.38	50.0	 -1.40
0.42	50.0	 -2.10
0.46	50.0	 -2.20
0.54	50.0	 -5.60
0.54	50.0	 -7.90
0.48	50.0	 -6.60
0.50	50.0	 -9.80
0.50	50.0	-13.20
0.46	50.0	 -3.40
0.50	50.0	 -4.50
0.52	50.0	 -5.60
0.52	50.0	 -5.20
0.56	50.0	 -9.30
0.62	50.0	-10.60
0.60	50.0	-13.10
0.60	50.0	-13.70
0.62	50.0	-17.10
0.62	50.0	-16.60
0.58	50.0	-12.50
0.60	50.0	-10.90
0.60	50.0	-12.50
0.54	50.0	-14.10
0.48	50.0	-12.40
0.44	50.0	 -6.70
0.44	50.0	 -5.70
0.42	50.0	 -3.80
0.44	50.0	 -7.10
0.48	50.0	 -6.20
0.52	50.0	 -9.10
0.46	50.0	 -6.00
0.50	50.0	 -6.00
0.48	50.0	 -2.10
0.48	50.0	 -5.20
0.50	50.0	 -3.50
0.50	50.0	 -3.50
0.46	50.0	 -1.90
0.48	50.0	-10.80
0.44	50.0	-10.80
0.42	50.0	 -4.90
0.44	50.0	 -8.30
0.44	50.0	 -8.80
0.50	50.0	-17.80
0.50	50.0	-17.80
0.58	50.0	-14.40
0.60	50.0	-15.60
0.56	50.0	-14.20
0.48	50.0	-11.90
0.54	50.0	 -8.20
0.46	50.0	 -3.10
0.44	50.0	 -7.90
0.48	50.0	-11.40
0.48	50.0	 -6.90
0.44	50.0	 -6.00
0.40	50.0	 -4.70
0.38	50.0	 -6.60
0.38	50.0	 -5.50
0.36	50.0	 -0.20
0.38	50.0	 -0.30
0.46	50.0	 -0.90
0.48	50.0	 -3.10
0.52	50.0	 -6.70
0.54	50.0	 -6.70
0.52	50.0	 -7.80
0.52	50.0	 -7.10
0.52	50.0	-11.20
0.52	50.0	-10.30
0.50	50.0	-12.10
0.46	50.0	-10.40
0.42	50.0	 -7.00
0.42	50.0	 -6.70
0.36	50.0	 -6.30
0.40	50.0	 -4.00
0.42	50.0	 -6.00
0.40	50.0	 -4.10
0.38	50.0	 -5.90
0.40	50.0	 -6.60
0.38	50.0	 -5.60
0.42	50.0	 -4.40
0.40	50.0	 -5.30
0.44	50.0	 -3.60
0.48	50.0	 -6.90
0.50	50.0	 -5.10
0.48	50.0	 -6.40
0.52	50.0	 -5.80
0.54	50.0	-17.90
0.54	50.0	-19.20
0.52	50.0	-10.80
0.48	50.0	 -7.40
0.44	50.0	 -4.50
0.42	50.0	 -6.10
0.42	50.0	 -4.80
0.48	50.0	 -9.60
0.56	50.0	-13.60
0.58	50.0	-15.10
0.60	50.0	-21.80
0.54	50.0	-13.90
0.46	50.0	 -8.80
0.40	50.0	 -5.20
0.38	50.0	 -7.40
0.38	50.0	 -5.60
0.42	50.0	 -4.90
0.48	50.0	 -7.00
0.52	50.0	 -4.40
0.60	50.0	 -8.30
0.56	50.0	 -9.00
0.54	50.0	 -6.50
0.50	50.0	 -6.80
0.44	50.0	 -3.50
0.42	50.0	 -4.40
0.40	50.0	 -5.80
0.42	50.0	 -6.80
0.38	50.0	 -3.10
0.40	50.0	 -1.50
0.38	50.0	 -2.30
0.46	50.0	 -5.20
0.48	50.0	 -5.90
0.56	50.0	-16.10
0.52	50.0	-11.90
0.58	50.0	-12.90
0.50	50.0	-10.30
0.44	50.0	-11.10
0.42	50.0	 -3.80
0.50	50.0	 -6.10
0.46	50.0	 -5.50
0.50	50.0	 -9.60
0.54	50.0	-13.40
0.56	50.0	-17.30
0.52	50.0	-14.40
0.52	50.0	-13.00
0.56	50.0	-16.20
0.58	50.0	-15.80
0.56	50.0	-11.00
0.56	50.0	-10.70
0.54	50.0	 -6.70
0.48	50.0	 -3.70
0.48	50.0	 -3.80
0.46	50.0	 -5.10
0.52	50.0	 -3.90
0.54	50.0	 -8.70
0.48	50.0	 -8.10
0.50	50.0	 -8.10
0.50	50.0	 -7.30
0.48	50.0	 -9.70
0.48	50.0	 -8.80
0.56	50.0	-16.40
0.52	50.0	-11.60
0.54	50.0	-12.20
0.50	50.0	-12.10
0.50	50.0	-10.40
0.48	50.0	-10.90
0.46	50.0	-11.60
0.48	50.0	 -7.90
0.52	50.0	-12.70
0.52	50.0	 -9.40
0.58	50.0	-13.40
0.60	50.0	-16.50
0.54	50.0	 -6.90
0.48	50.0	 -7.00
0.44	50.0	 -4.30
0.36	50.0	 -4.10
0.30	50.0	 -4.10
0.32	50.0	 -2.70
0.34	50.0	 -2.70
0.36	50.0	 -2.50
0.38	50.0	 -3.80
0.46	50.0	 -6.80
0.48	50.0	-11.70
0.54	50.0	 -7.50
0.50	50.0	-11.90
0.48	50.0	-11.40
0.50	50.0	 -7.60
0.56	50.0	-12.20
0.54	50.0	 -8.80
0.60	50.0	-16.20
0.62	50.0	-16.20
0.60	50.0	-13.90
0.54	50.0	-10.90
0.50	50.0	 -7.20
0.44	50.0	 -4.50
0.48	50.0	 -8.90
0.46	50.0	 -6.40
0.44	50.0	 -4.10
0.46	50.0	 -6.70
0.48	50.0	 -7.10
0.46	50.0	 -2.50
0.42	50.0	 -2.80
0.42	50.0	 -4.90
0.38	50.0	 -4.90
0.38	50.0	 -7.60
0.38	50.0	 -3.70
0.40	50.0	 -2.70
0.42	50.0	 -4.90
0.46	50.0	 -3.50
0.50	50.0	 -6.00
0.52	50.0	 -9.70
0.58	50.0	-15.00
0.58	50.0	-11.90
0.56	50.0	 -9.20
0.48	50.0	-10.70
0.44	50.0	 -2.90
0.42	50.0	 -0.70
0.50	50.0	 -0.80
0.50	50.0	 -0.90
0.56	50.0	 -8.20
0.54	50.0	-11.10
0.56	50.0	-10.30
0.46	50.0	 -9.40
0.46	50.0	 -5.40
0.44	50.0	 -4.30
0.48	50.0	 -4.50
0.42	50.0	 -5.50
0.42	50.0	 -6.60
0.48	50.0	 -8.40
0.50	50.0	 -7.50
0.46	50.0	 -6.00
0.54	50.0	-13.30
0.56	50.0	-13.60
0.50	50.0	 -7.50
0.48	50.0	 -7.00
0.54	50.0	 -6.50
0.50	50.0	 -4.60
0.50	50.0	-11.60
0.52	50.0	 -7.00
0.54	50.0	-14.10
0.54	50.0	-14.10
0.50	50.0	-10.50
0.48	50.0	 -6.60
0.48	50.0	 -7.20
0.44	50.0	 -3.50
0.38	50.0	 -3.50
0.36	50.0	 -6.40
0.36	50.0	 -7.30
0.34	50.0	 -7.40
0.40	50.0	 -6.40
0.46	50.0	 -4.60
0.54	50.0	-14.90
0.58	50.0	-20.20
0.58	50.0	-16.10
0.52	50.0	-10.20
0.52	50.0	-12.70
0.50	50.0	 -5.80
0.44	50.0	 -3.50
0.40	50.0	 -2.70
0.42	50.0	 -9.00
0.42	50.0	-12.30
0.38	50.0	-10.70
0.42	50.0	 -9.40
0.50	50.0	 -9.80
0.48	50.0	 -7.70
0.44	50.0	 -8.00
0.42	50.0	 -3.80
0.40	50.0	 -3.10
0.32	50.0	 -1.70
0.42	50.0	 -5.60
0.48	50.0	 -7.10
0.52	50.0	 -3.70
0.56	50.0	 -7.40
0.60	50.0	 -7.90
0.50	50.0	 -3.90
0.46	50.0	 -5.20
0.48	50.0	-10.60
0.44	50.0	 -7.30
0.42	50.0	 -4.70
0.40	50.0	 -4.70
0.40	50.0	 -3.10
0.36	50.0	 -5.40
0.32	50.0	 -2.60
0.34	50.0	 -5.30
0.42	50.0	 -6.00
0.36	50.0	 -2.00
0.36	50.0	 -3.10
0.40	50.0	 -3.90
0.44	50.0	 -2.80
0.40	50.0	 -7.40
0.44	50.0	-14.90
0.42	50.0	-13.40
0.36	50.0	 -3.30
0.34	50.0	 -3.60
0.34	50.0	 -1.80
0.32	50.0	 -1.70
0.32	50.0	 -1.70
0.38	50.0	 -1.70
0.40	50.0	 -2.30
0.38	50.0	 -2.30
0.40	50.0	 -0.80
0.40	50.0	 -1.80
0.38	50.0	 -1.40
0.36	50.0	 -4.10
0.36	50.0	 -4.10
0.32	50.0	 -2.80
0.34	50.0	 -8.40
0.40	50.0	 -4.60
0.36	50.0	 -4.40
0.36	50.0	 -4.80
0.42	50.0	 -2.80
0.44	50.0	 -4.00
0.40	50.0	 -3.30
0.46	50.0	 -2.00
0.44	50.0	 -6.70
0.44	50.0	 -7.90
0.46	50.0	 -6.50
0.50	50.0	 -4.20
0.44	50.0	 -1.80
0.46	50.0	 -6.00
0.42	50.0	 -8.90
0.42	50.0	 -8.90
0.44	50.0	 -7.00
0.50	50.0	-10.60
0.52	50.0	-13.80
0.54	50.0	-11.10
0.54	50.0	 -8.20
0.44	50.0	 -3.60
0.44	50.0	 -6.00
0.46	50.0	 -8.40
0.50	50.0	 -6.80
0.52	50.0	 -8.20
0.62	50.0	-19.80
0.58	50.0	-20.00
0.60	50.0	-18.60
0.54	50.0	-16.10
0.54	50.0	-18.00
0.48	50.0	-13.90
0.48	50.0	-14.00
0.48	50.0	 -4.40
0.52	50.0	 -6.50
0.46	50.0	 -7.40
0.48	50.0	 -6.90
0.56	50.0	-10.30
0.54	50.0	-11.60
0.50	50.0	-14.40
0.52	50.0	-12.20
0.46	50.0	-12.60
0.36	50.0	 -7.00
0.34	50.0	 -7.00
0.42	50.0	 -3.10
0.44	50.0	 -6.40
0.48	50.0	 -8.50
0.50	50.0	 -9.70
0.50	50.0	 -7.60
0.46	50.0	-11.60
0.40	50.0	 -8.50
0.42	50.0	 -7.60
0.40	50.0	 -4.20
0.36	50.0	 -3.50
0.38	50.0	 -3.40
0.38	50.0	 -2.90
0.34	50.0	 -6.30
0.36	50.0	 -6.30
0.42	50.0	 -7.20
0.44	50.0	-11.60
0.48	50.0	-14.70
0.58	50.0	-18.60
0.56	50.0	-10.20
0.60	50.0	-15.90
0.54	50.0	-11.10
0.54	50.0	 -6.90
0.50	50.0	 -8.10
0.54	50.0	 -9.80
0.50	50.0	-10.60
0.56	50.0	-11.00
0.58	50.0	-14.30
0.56	50.0	-13.20
0.56	50.0	-12.30
0.54	50.0	 -9.90
0.52	50.0	-15.20
0.48	50.0	-15.80
0.44	50.0	 -7.70
0.44	50.0	 -7.70
0.48	50.0	 -7.20
0.48	50.0	 -7.70
0.50	50.0	 -8.40
0.52	50.0	 -7.90
0.52	50.0	-10.80
0.42	50.0	 -8.80
0.38	50.0	 -3.80
0.40	50.0	 -7.00
0.44	50.0	 -6.50
0.46	50.0	-10.30
0.56	50.0	-12.00
0.64	50.0	 -9.10
0.60	50.0	 -8.50
0.60	50.0	 -9.90
0.58	50.0	 -8.70
0.54	50.0	 -7.40
0.46	50.0	 -5.00
0.46	50.0	 -5.60
0.50	50.0	 -7.50
0.54	50.0	-11.80
0.54	50.0	-11.70
0.60	50.0	-12.30
0.62	50.0	 -8.20
0.54	50.0	 -4.70
0.52	50.0	-10.70
0.52	50.0	 -9.80
0.54	50.0	 -5.50
0.48	50.0	 -6.10
0.50	50.0	 -4.60
0.44	50.0	 -2.70
0.44	50.0	 -5.80
0.36	50.0	 -6.60
0.42	50.0	 -6.60
0.42	50.0	  0.00
0.50	50.0	 -9.50
0.54	50.0	 -6.10
0.58	50.0	 -7.70
0.60	50.0	-14.50
0.56	50.0	-14.30
0.50	50.0	 -7.10
0.42	50.0	 -6.90
0.42	50.0	 -5.20
0.38	50.0	 -6.60
0.40	50.0	 -8.30
0.32	50.0	 -4.70
